nome_matrice,righe,colonne,esecuzione_completata_1,tempo_di_esecuzione_1,n_iter_1,massima_occupazione_memoria_1,numero_mhs_trovati,cardinalita_minima,cardinalita_massima,nuovo_numero_righe,nuovo_numero_colonne,esecuzione_completata_2,tempo_di_esecuzione_2,n_iter_2,massima_occupazione_memoria_2,risultati_uguali
74181.000,3,65,1,0.359375,3638,53.5,271,1,3,3,33,1,0.28125,1382,52.7890625,1
74181.001,2,65,1,0.25,750,51.65625,95,1,2,2,24,1,0.265625,260,51.109375,1
74181.002,2,65,1,0.296875,533,53.03515625,23,1,2,2,24,1,0.28125,187,53.1796875,1
74181.003,2,65,1,0.296875,345,53.12890625,1,1,1,1,1,1,0.28125,1,52.84765625,1
74181.004,2,65,1,0.296875,279,52.9375,14,1,2,2,15,1,0.28125,59,52.375,1
74181.005,4,65,1,0.328125,2322,52.72265625,42,1,2,4,26,1,0.28125,755,51.26953125,1
74181.006,2,65,1,0.3125,602,53.828125,29,1,2,2,17,1,0.3125,147,53.19140625,1
74181.007,2,65,1,0.296875,247,52.41796875,5,1,2,2,5,1,0.25,15,53.5078125,1
74181.008,3,65,1,0.3125,1496,52.9296875,1,1,1,1,1,1,0.265625,1,51.42578125,1
74181.009,3,65,1,0.34375,2018,53.16015625,68,1,3,3,23,1,0.28125,650,53.8203125,1
74181.010,7,65,1,0.359375,11908,53.8125,167,2,3,6,34,1,0.375,4109,53.72265625,1
74181.011,6,65,1,0.453125,41540,55.47265625,3921,2,4,6,46,1,0.421875,28614,55.7421875,1
74181.012,8,65,1,0.421875,41377,54.7578125,35,2,3,6,21,1,0.296875,669,51.94140625,1
74181.013,6,65,1,0.40625,42127,53.921875,338,2,4,5,37,1,0.4375,10370,53.06640625,1
74181.014,3,65,1,0.390625,857,52.3828125,19,2,3,3,21,1,0.34375,291,52.390625,1
74181.015,9,65,1,0.4375,59385,54.94921875,508,2,4,9,47,1,0.453125,44474,54.08984375,1
74181.016,9,65,1,0.40625,42114,54.6328125,409,2,3,8,45,1,0.375,29788,54.08203125,1
74181.017,8,65,1,0.453125,34726,54.26953125,682,2,4,8,33,1,0.40625,17136,54.58203125,1
74181.018,7,65,1,0.34375,14107,53.11328125,42,2,3,5,27,1,0.40625,1256,51.6640625,1
74181.019,4,65,1,0.34375,2040,53.73828125,57,2,3,3,19,1,0.28125,630,53.6875,1
74181.020,12,65,1,0.578125,98387,53.6015625,1472,3,5,11,38,1,0.46875,48314,56.3515625,1
74181.021,21,65,1,2.984375,1008105,55.77734375,6034,3,5,19,55,1,3.171875,788050,54.8828125,1
74181.022,8,65,1,0.515625,50157,55.66015625,226,3,4,6,37,1,0.421875,5868,53.796875,1
74181.023,8,65,1,0.484375,85788,54.78125,3921,3,5,7,47,1,0.453125,65104,56.1484375,1
74181.024,12,65,1,1.390625,612360,55.98828125,5628,3,7,12,46,1,1.140625,444516,54.859375,1
74181.025,10,65,1,0.59375,132750,53.703125,1020,3,4,9,49,1,0.4375,67935,54.8671875,1
74181.026,5,65,1,0.359375,6222,53.5390625,38,3,4,4,23,1,0.3125,547,53.08203125,1
74181.027,6,65,1,0.390625,15237,54.47265625,114,3,4,4,21,1,0.296875,1296,53.66015625,1
74181.028,10,65,1,0.609375,83206,55.203125,1709,3,7,10,45,1,0.40625,61989,55.6015625,1
74181.029,10,65,1,0.75,202831,54.4453125,140,3,4,7,25,1,0.40625,2467,52.95703125,1
74181.030,12,65,1,0.890625,319947,55.31640625,5070,4,7,10,44,1,0.53125,179626,54.07421875,1
74181.031,12,65,1,1.96875,916416,55.8125,8656,4,6,10,54,1,0.875,358746,53.96484375,1
74181.032,42,65,1,15.375,4124029,73.83984375,50582,4,8,36,57,1,13.109375,3371488,71.41796875,1
74181.033,18,65,1,11.875,4632482,71.9453125,11124,4,8,16,49,1,1.578125,687275,55.875,1
74181.034,15,65,1,0.96875,529765,54.65234375,1736,4,6,12,39,1,0.328125,61010,56.04296875,1
74181.035,11,65,1,1.359375,1040747,56.5078125,38869,4,7,10,56,1,1.8125,1016105,56.37109375,1
74181.036,14,65,1,3.65625,2222378,60.9453125,18348,4,7,13,52,1,1.609375,967971,55.65625,1
74181.037,9,65,1,0.546875,261521,55.04296875,482,4,6,8,35,1,0.265625,39955,54.34375,1
74181.038,17,65,1,2.4375,1316556,56.328125,3374,4,7,15,51,1,1.5625,1061576,55.2421875,1
74181.039,14,65,1,2.109375,1113525,56.00390625,15180,4,6,12,52,1,1.53125,900909,56.703125,1
74181.040,18,65,1,6.625,3453450,66.19140625,33480,5,8,16,55,1,4.4375,2288204,62.16015625,1
74181.041,16,65,1,2.6875,1520933,56.8203125,13584,5,8,13,53,1,1.890625,1318006,56.515625,1
74181.042,28,65,1,22.90625,8874191,88.48046875,31544,5,11,26,53,1,10.8125,5743645,74.89453125,1
74181.043,9,65,1,5.75,4727807,86.359375,217804,4,7,9,54,1,4.828125,4149082,83.8125,1
74181.044,19,65,1,19.84375,9638317,91.19921875,73801,5,10,17,58,1,13.296875,7650810,83.50390625,1
74181.045,21,65,1,3.71875,1877145,60.67578125,18162,5,9,18,54,1,3.625,1682493,60.70703125,1
74181.046,40,65,1,11.90625,5131766,77.12109375,56094,5,8,34,59,1,13.0625,4591237,74.00390625,1
74181.047,33,65,1,75.046875,27179042,169.88671875,97120,5,10,30,52,1,60.9375,22845344,155.53515625,1
74181.048,18,65,1,3.828125,2131308,59.8671875,16456,5,8,15,52,1,1.75,1071010,55.48828125,1
74181.049,17,65,1,2.40625,1298745,56.6171875,18024,5,9,13,53,1,1.828125,1205340,56.94921875,1
74181.050,31,65,1,13.6875,5152119,76.41015625,19024,6,9,27,51,1,13.28125,5131334,76.3359375,1
74181.051,17,65,1,17.265625,10273357,95.015625,93280,5,9,16,56,1,17.75,10096429,94.96484375,1
74181.052,11,65,1,6.578125,6151022,84.0859375,217804,5,8,10,55,1,7.0625,6139458,83.4765625,1
74181.053,35,65,1,83.859375,28595933,179.921875,83176,6,10,31,53,1,74.828125,26153549,163.14453125,1
74182.000,2,19,1,0.203125,40,51.0390625,3,1,2,2,4,1,0.1875,10,51.25390625,1
74182.001,1,19,1,0.1875,19,50.91796875,2,1,1,1,2,1,0.1875,2,51.375,1
74182.002,1,19,1,0.1875,19,51.2578125,3,1,1,1,3,1,0.1875,3,51.41796875,1
74182.003,2,19,1,0.203125,36,50.55078125,2,1,2,2,3,1,0.1875,6,51.46875,1
74182.004,2,19,1,0.1875,28,51.44140625,2,1,2,2,3,1,0.203125,6,51.37109375,1
74182.005,1,19,1,0.1875,19,52.1640625,4,1,1,1,4,1,0.1875,4,51.81640625,1
74182.006,1,19,1,0.1875,19,51.12890625,1,1,1,1,1,1,0.1875,1,51.90234375,1
74182.007,1,19,1,0.203125,19,51.3984375,1,1,1,1,1,1,0.1875,1,51.703125,1
74182.008,1,19,1,0.1875,19,51.8671875,4,1,1,1,4,1,0.1875,4,51.0390625,1
74182.009,1,19,1,0.1875,19,50.59765625,1,1,1,1,1,1,0.1875,1,51.125,1
74182.010,2,19,1,0.1875,39,51.34375,3,2,2,2,4,1,0.203125,10,51.15625,1
74182.011,4,19,1,0.1875,139,51.4921875,12,2,4,4,10,1,0.203125,97,51.00390625,1
74182.012,2,19,1,0.1875,81,51.8828125,5,2,2,2,6,1,0.203125,21,51.30078125,1
74182.013,3,19,1,0.1875,150,51.83203125,10,2,3,3,8,1,0.1875,52,51.47265625,1
74182.014,2,19,1,0.1875,43,51.00390625,2,2,2,2,3,1,0.1875,6,51.13671875,1
74182.015,2,19,1,0.1875,85,51.859375,20,2,2,2,9,1,0.1875,45,51.12890625,1
74182.016,2,19,1,0.1875,39,51.09765625,3,2,2,2,4,1,0.1875,10,51.359375,1
74182.017,3,19,1,0.203125,72,51.16015625,4,2,3,3,5,1,0.203125,20,51.140625,1
74182.018,4,19,1,0.1875,83,50.59765625,7,2,4,4,7,1,0.203125,55,51.5703125,1
74182.019,2,19,1,0.203125,40,50.97265625,12,2,2,2,7,1,0.203125,28,51.43359375,1
74182.020,5,19,1,0.203125,315,51.4453125,12,3,5,5,11,1,0.1875,225,50.93359375,1
74182.021,3,19,1,0.203125,62,51.9609375,6,3,3,3,6,1,0.21875,37,51.10546875,1
74182.022,3,19,1,0.203125,227,51.0390625,60,3,3,3,12,1,0.203125,195,51.4765625,1
74182.023,3,19,1,0.1875,114,51.453125,4,3,3,3,5,1,0.203125,23,51.41796875,1
74182.024,4,19,1,0.203125,119,51.51171875,12,3,4,4,8,1,0.203125,100,51.31640625,1
74182.025,3,19,1,0.203125,491,51.49609375,25,3,3,3,11,1,0.203125,161,51.56640625,1
74182.026,5,19,1,0.1875,167,51.22265625,7,3,5,5,8,1,0.1875,115,51.7109375,1
74182.027,3,19,1,0.1875,62,51.25390625,6,3,3,3,6,1,0.1875,37,51.5,1
74182.028,4,19,1,0.21875,760,51.48828125,50,3,4,4,13,1,0.203125,332,51.47265625,1
74182.029,3,19,1,0.1875,227,51.83984375,20,3,3,3,10,1,0.1875,131,51.82421875,1
74182.030,5,19,1,0.234375,1693,52.1640625,50,4,5,5,14,1,0.203125,690,51.734375,1
74182.031,7,19,1,0.21875,1627,52.7265625,24,4,7,7,14,1,0.21875,1231,52.4765625,1
74182.032,7,19,1,0.203125,695,52.296875,14,4,7,7,11,1,0.1875,603,51.80078125,1
74182.033,4,19,1,0.203125,152,51.45703125,12,4,4,4,8,1,0.203125,121,51.19140625,1
74182.034,4,19,1,0.203125,713,51.2890625,80,4,4,4,14,1,0.203125,693,51.59375,1
74182.035,4,19,1,0.21875,538,51.4765625,20,4,4,4,10,1,0.203125,195,51.1484375,1
74182.036,4,19,1,0.21875,1562,52.51171875,100,4,4,4,15,1,0.203125,781,51.74609375,1
74182.037,4,19,1,0.203125,152,50.74609375,12,4,4,4,8,1,0.1875,121,51.33984375,1
74182.038,5,19,1,0.1875,248,51.29296875,12,4,5,5,9,1,0.1875,213,51.76171875,1
74182.039,4,19,1,0.203125,512,51.43359375,60,4,4,4,13,1,0.203125,451,51.8203125,1
74182.040,5,19,1,0.265625,4353,53.99609375,400,5,5,5,19,1,0.25,4353,53.8828125,1
74182.041,5,19,1,0.234375,2792,54.1875,300,5,5,5,18,1,0.234375,2791,53.55859375,1
74182.042,5,19,1,0.25,2792,54.265625,300,5,5,5,18,1,0.25,2791,53.5859375,1
74182.043,5,19,1,0.203125,884,51.40625,60,5,5,5,13,1,0.203125,763,51.75,1
74182.044,5,19,1,0.21875,2792,54.2109375,300,5,5,5,18,1,0.234375,2791,53.53515625,1
74182.045,8,19,1,0.234375,4103,53.265625,70,5,8,8,16,1,0.234375,3671,53.83984375,1
74182.046,6,19,1,0.21875,1460,52.50390625,60,5,6,6,14,1,0.21875,1315,53.03515625,1
74182.047,5,19,1,0.203125,872,51.99609375,60,5,5,5,13,1,0.203125,793,50.671875,1
74182.048,6,19,1,0.203125,758,51.890625,24,5,6,6,11,1,0.21875,651,52.02734375,1
74182.049,7,19,1,0.234375,5435,53.2265625,150,5,7,7,18,1,0.265625,5291,53.80078125,1
74283.000,5,36,1,0.21875,1635,53.1953125,34,1,2,5,28,1,0.234375,1442,52.20703125,1
74283.001,4,36,1,0.21875,1425,52.59375,29,1,2,4,24,1,0.1875,736,51.9296875,1
74283.002,4,36,1,0.203125,1208,52.47265625,29,1,2,4,23,1,0.1875,586,51.95703125,1
74283.003,4,36,1,0.203125,389,51.93359375,22,1,2,4,18,1,0.203125,213,51.03515625,1
74283.004,3,36,1,0.1875,154,51.78125,15,1,2,3,12,1,0.203125,55,51.1953125,1
74283.005,3,36,1,0.21875,177,51.41015625,17,1,2,3,13,1,0.203125,67,51.63671875,1
74283.006,6,36,1,0.203125,817,51.3671875,29,1,2,6,20,1,0.203125,345,51.2578125,1
74283.007,3,36,1,0.21875,720,51.75,16,1,2,3,17,1,0.1875,242,51.21484375,1
74283.008,3,36,1,0.1875,330,51.02734375,22,1,2,3,16,1,0.203125,121,51.3203125,1
74283.009,3,36,1,0.203125,274,51.27734375,22,1,2,3,15,1,0.203125,95,51.52734375,1
74283.010,9,36,1,0.265625,11312,54.55078125,247,2,4,9,31,1,0.265625,11008,54.16015625,1
74283.011,9,36,1,0.25,9231,53.41796875,226,2,4,9,28,1,0.25,6755,52.84765625,1
74283.012,9,36,1,0.21875,5012,53.890625,250,2,4,9,28,1,0.25,4411,53.60546875,1
74283.013,7,36,1,0.25,7995,53.375,174,2,3,6,31,1,0.234375,5977,54.49609375,1
74283.014,18,36,1,0.28125,21669,54.66015625,342,2,5,18,31,1,0.265625,16894,54.30078125,1
74283.015,9,36,1,0.28125,16564,54.52734375,401,2,4,9,33,1,0.265625,15388,53.546875,1
74283.016,15,36,1,0.265625,10335,53.44921875,368,2,3,14,30,1,0.25,9349,53.5625,1
74283.017,10,36,1,0.25,10499,53.859375,161,2,4,10,31,1,0.265625,9792,54.16015625,1
74283.018,8,36,1,0.234375,7002,52.921875,151,2,4,8,27,1,0.21875,4771,52.7734375,1
74283.019,12,36,1,0.265625,24422,54.90625,240,2,3,12,35,1,0.265625,24416,53.90234375,1
74283.020,17,36,1,0.375,73704,52.95703125,1690,3,5,14,36,1,0.34375,73704,54.9453125,1
74283.021,12,36,1,0.3125,47392,54.6015625,829,3,5,12,33,1,0.328125,45528,51.69921875,1
74283.022,50,36,1,0.9375,183278,56.53515625,1783,3,6,43,36,1,0.796875,180822,55.86328125,1
74283.023,21,36,1,0.3125,39829,55.17578125,500,3,5,19,33,1,0.28125,38636,54.4375,1
74283.024,21,36,1,0.3125,46257,54.421875,1084,3,5,17,35,1,0.34375,45727,56.5703125,1
74283.025,13,36,1,0.3125,56891,52.88671875,1116,3,5,13,33,1,0.34375,55368,55.13671875,1
74283.026,36,36,1,0.671875,154765,56.34375,1255,3,6,34,36,1,0.671875,153478,55.10546875,1
74283.027,35,36,1,0.640625,145689,56.125,1224,3,6,33,36,1,0.625,145689,54.97265625,1
74283.028,27,36,1,0.453125,92548,55.8203125,1647,3,5,24,35,1,0.4375,92344,54.97265625,1
74283.029,15,36,1,0.3125,41936,54.7265625,1425,3,5,13,34,1,0.296875,41083,54.78515625,1
c432.000,4,160,1,0.234375,14318,54.2734375,854,1,3,4,53,1,0.21875,5010,53.39453125,1
c432.001,4,160,1,0.234375,4078,53.31640625,152,1,4,4,25,1,0.203125,1354,52.11328125,1
c432.002,4,160,1,0.234375,8195,52.83203125,303,1,2,4,58,1,0.203125,2603,53.15625,1
c432.003,2,160,1,0.203125,1843,53.0390625,52,1,2,2,17,1,0.1875,145,50.515625,1
c432.004,2,160,1,0.234375,4764,54.0234375,577,1,2,2,51,1,0.25,1315,52.40625,1
c432.005,4,160,1,0.203125,862,52.04296875,16,1,2,3,16,1,0.1875,136,50.86328125,1
c432.006,3,160,1,0.25,8096,53.5,30,1,2,3,29,1,0.1875,973,51.0625,1
c432.007,4,160,1,0.25,25004,53.9140625,169,1,3,4,36,1,0.234375,3624,52.7421875,1
c432.008,5,160,1,0.234375,11340,53.21875,257,1,3,5,39,1,0.203125,2050,52.2265625,1
c432.009,2,160,1,0.21875,4976,52.6640625,436,1,2,2,66,1,0.21875,2183,52.0703125,1
c432.010,10,160,1,1.796875,1445859,57.5625,48316,2,5,9,70,1,1.25,847771,57.45703125,1
c432.011,7,160,1,0.328125,63479,55.40234375,5562,2,4,5,75,1,0.296875,40580,56.3203125,1
c432.012,9,160,1,0.890625,479458,54.9453125,10197,2,6,9,61,1,0.609375,277841,54.9921875,1
c432.013,7,160,1,0.3125,64437,54.62890625,3636,2,4,6,67,1,0.28125,25694,54.796875,1
c432.014,16,160,1,4.328125,3004792,55.359375,3273,2,6,15,94,1,2.484375,1448215,55.48046875,1
c432.015,6,160,1,0.296875,13921,54.91796875,631,2,4,5,32,1,0.3125,7799,53.54296875,1
c432.016,6,160,1,0.390625,166328,54.4140625,1044,2,4,6,83,1,0.3125,71539,55.16796875,1
c432.017,8,160,1,0.640625,477665,52.6484375,9721,2,5,8,43,1,0.375,112308,55.9765625,1
c432.018,11,160,1,4.15625,2996804,65.3828125,80005,2,6,11,103,1,3.140625,2178344,66.03515625,1
c432.019,12,160,1,7.8125,5310058,64.27734375,25790,2,6,11,93,1,3.9375,2500131,65.0390625,1
c432.020,12,160,1,9.9375,6103994,84.84765625,166616,3,7,12,68,1,7.609375,4663716,85.91015625,1
c432.021,6,160,1,0.796875,629092,54.57421875,5239,2,4,6,79,1,0.5,238817,54.328125,1
c432.022,17,160,1,23.71875,13309774,152.84765625,662500,3,7,15,99,1,22.078125,12187349,154.80859375,1
c432.023,24,160,1,366.59375,156816664,543.66796875,452629,3,9,22,107,1,249.3125,111002722,484.86328125,1
c432.024,20,160,0,32.015625,22778268,437.09765625,34428,3,6,?,?,?,?,?,?,?
c432.024,20,160,1,339.328125,232388989,1078.78125,358492,3,8,19,114,1,462.1875,223795429,1071.1484375,1
c432.025,12,160,1,32.421875,24347813,143.4140625,124196,3,7,12,105,1,23.296875,17325256,144.23046875,1
c432.026,18,160,1,387.34375,227874491,351.4140625,680241,3,7,18,84,1,115.265625,68635971,336.30859375,1
c432.027,9,160,1,2.1875,1839601,57.75,14232,3,6,8,63,1,1.5625,1213723,58.453125,1
c432.028,8,160,1,2.734375,2394162,60.62890625,51187,2,5,8,97,1,1.65625,1436727,61.3671875,1
c432.029,12,160,1,5.921875,4563759,70.51171875,68316,3,8,11,78,1,2.921875,2599197,71.4921875,1
c432.030,19,160,1,5753.703125,2429338746,5449.8046875,18834313,4,10,19,100,1,4771.65625,2001279032,5660.55859375,?
c432.034,15,160,1,64.921875,45102530,145.06640625,35925,3,7,15,103,1,30.09375,18891912,146.00390625,1
c432.035,18,160,1,3226.703125,1635433840,5511.41015625,42895795,4,9,18,99,1,2025.59375,1009367816,5590.45703125,?
c432.036,11,160,1,3.796875,2475427,59.35546875,5850,3,6,11,67,1,2.78125,1905521,60.02734375,1
c432.038,14,160,1,99.078125,60511517,338.51171875,603756,4,9,13,87,1,55.234375,44635339,338.07421875,1
c432.039,19,160,1,84.625,43446261,260.81640625,57308,4,7,16,92,1,8.140625,6058558,85.31640625,1
c432.041,21,160,1,532.015625,259612463,1041.8046875,253944,4,9,20,109,1,214.3125,140238294,1039.93359375,1
c432.043,21,160,1,164.390625,78132511,438.1015625,424656,4,9,20,74,1,115.546875,75255086,437.8046875,1
c499.000,2,202,1,0.21875,4658,52.59765625,197,1,2,2,30,1,0.171875,464,51.05859375,1
c499.001,3,202,1,0.296875,88844,53.609375,2747,1,3,3,45,1,0.234375,10617,54.54296875,1
c499.002,3,202,1,0.265625,64444,54.3046875,1712,1,3,3,42,1,0.25,7056,54.421875,1
c499.003,2,202,1,0.234375,4585,52.609375,184,1,2,2,29,1,0.203125,434,51.1796875,1
c499.004,2,202,1,0.203125,4610,52.54296875,184,1,2,2,29,1,0.21875,434,51.1796875,1
c499.005,2,202,1,0.21875,3526,52.98828125,116,1,2,2,27,1,0.1875,315,51.01953125,1
c499.008,2,202,1,0.203125,2620,52.2890625,54,1,2,2,19,1,0.1875,188,51.0859375,1
c499.009,2,202,1,0.21875,4634,52.0,184,1,2,2,29,1,0.203125,434,50.578125,1
c499.010,5,202,1,0.515625,322635,52.03125,2582,2,4,5,45,1,0.28125,37014,55.890625,1
c499.011,5,202,1,3.09375,4148447,54.625,49004,2,5,5,59,1,0.71875,559722,56.20703125,1
c499.012,5,202,1,5.859375,8049885,63.42578125,122678,2,5,5,65,1,1.171875,1042595,65.34765625,1
c499.013,6,202,1,4.9375,5300634,57.37890625,63538,2,5,6,62,1,0.984375,747621,58.10546875,1
c499.014,5,202,1,0.5,331676,53.74609375,3820,2,4,5,45,1,0.28125,36331,54.6875,1
c499.015,7,202,1,1.765625,1605583,52.58984375,15324,2,5,7,74,1,0.640625,396763,55.27734375,1
c499.018,5,202,1,0.375,190616,52.7109375,3160,2,5,5,40,1,0.25,32191,54.27734375,1
c499.019,4,202,1,0.296875,95441,52.3984375,3709,2,3,4,47,1,0.234375,12247,54.34765625,1
c499.020,7,202,1,6.375,5871174,59.7265625,77716,3,7,7,57,1,1.875,1426929,61.75,1
c499.021,10,202,1,338.34375,336601213,417.046875,1690332,3,7,10,86,1,59.71875,49514975,337.48828125,1
c499.022,9,202,1,138.125,126203309,185.30859375,291562,3,7,9,93,1,35.359375,31323012,186.6171875,1
c499.023,9,202,1,128.171875,113932325,139.7578125,557476,3,7,9,74,1,22.109375,17699156,136.60546875,1
c499.024,11,202,1,24.890625,18585140,72.26953125,81832,3,9,11,57,1,6.5625,4263743,74.11328125,1
c499.025,9,202,1,29.640625,27677266,84.96484375,227262,3,6,9,89,1,8.515625,7337268,85.76171875,1
c499.028,6,202,1,1.328125,1356559,52.46484375,19222,3,5,6,51,1,0.421875,185416,55.09765625,1
c499.029,9,202,1,624.625,522729285,377.625,1580608,3,8,9,81,1,98.78125,79690534,362.58984375,1
c499.030,9,202,1,50.4375,42390903,137.4921875,719352,4,7,9,67,1,14.59375,8854707,140.640625,1
c499.031,9,202,1,429.609375,360879670,304.07421875,540070,3,7,9,81,1,67.640625,57432125,299.2890625,1
c499.032,9,202,1,8.640625,6784071,70.91796875,146696,4,8,9,59,1,2.296875,1855538,73.07421875,1
c499.033,4,202,1,1.53125,1679916,54.25390625,44719,2,4,4,62,1,0.5,247027,54.3046875,1
c499.034,15,202,0,5207.796875,3136418326,6167.0234375,2011208,4,7,?,?,?,?,?,?,?
c499.035,14,202,0,3605.78125,2386301976,5588.3984375,1164074,4,8,?,?,?,?,?,?,?
c499.038,5,202,1,2.671875,3076905,52.37109375,19474,2,5,5,57,1,0.59375,400586,54.86328125,1
c499.039,15,202,0,14709.515625,6785609230,6209.9765625,18700508,4,9,?,?,?,?,?,?,?
c499.040,14,202,1,11662.75,6554232984,4672.6484375,5843884,4,10,14,88,1,2924.59375,1495272013,4842.86328125,?
c499.043,13,202,1,10364.3125,8477651476,5726.609375,42246884,4,9,13,100,1,2226.734375,1731245156,5913.64453125,?
c499.044,9,202,1,16.25,14006300,74.546875,184034,3,8,9,65,1,3.21875,2781020,76.515625,1
c499.045,14,202,0,4325.0,2603457290,5315.171875,6585056,5,9,?,?,?,?,?,?,?
